hostname,pl_name,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmassprov,pl_dens,pl_insol,st_mass,st_teff,discoverymethod
"ups Leo","ups Leo b",1,385.20000000000,1.1800000000,14.20000000,,,162.09248757,19.06970442,-82.63538582,"Msini",0.311000,45.3174,1.480000,4836.00,"Radial Velocity"
"Kepler-808","Kepler-808 b",1,0.63133235300,0.0131400000,1.46000000,0.06000000,-0.08000000,2.73000000,,,"M-R relationship",4.820000,1428.3000,0.760000,4653.00,"Transit"
"Kepler-885","Kepler-885 b",1,18.11472949000,0.1440300000,2.50000000,0.40000000,-0.39000000,6.80000000,,,"M-R relationship",2.390000,124.6460,1.210000,6187.00,"Transit"
"Kepler-151","Kepler-151 c",2,24.67461200000,0.1600000000,2.09000000,1.04000000,-1.04000000,5.02000000,,,"M-R relationship",3.020000,21.4070,0.870000,5460.00,"Transit"
"Kepler-923","Kepler-923 b",1,6.93366476000,0.0759200000,1.38000000,0.29000000,-0.19000000,2.48000000,,,"M-R relationship",5.190000,390.6360,1.110000,5988.00,"Transit"
"Kepler-191","Kepler-191 c",3,17.73850600000,0.1280000000,1.86000000,0.92000000,-0.92000000,4.12000000,,,"M-R relationship",3.520000,23.2000,0.857000,5282.00,"Transit"
"K2-247","K2-247 c",2,6.49424000000,0.0615000000,2.19000000,0.25000000,-0.23000000,5.43000000,,,"M-R relationship",2.840000,34.7304,0.740000,4667.00,"Transit"
"K2-322","K2-322 b",1,8.20500000000,0.0594000000,1.92000000,0.29000000,-0.18000000,4.35000000,,,"M-R relationship",3.380000,25.9048,0.630000,4141.00,"Transit"
"HATS-44","HATS-44 b",1,2.74390040000,0.0364900000,11.96000300,1.40112500,-0.79583900,177.98480000,34.96130000,-34.96130000,"Mass",0.560000,306.4170,0.860000,5080.00,"Transit"
"K2-352","K2-352 c",3,8.23488500000,,1.92000000,0.13000000,-0.07000000,4.35000000,,,"M-R relationship",3.380000,,0.980000,5791.00,"Transit"
"TOI-1408","TOI-1408 c",2,2.16640000000,0.0358700000,2.22000000,0.06000000,-0.06000000,7.60000000,0.20000000,-0.20000000,"Mass",3.800000,2005.3500,1.312000,6117.00,"Transit Timing Variations"
"Kepler-1460","Kepler-1460 b",1,29.96332470000,0.1614000000,1.96000000,0.14000000,-0.13000000,4.50000000,,,"M-R relationship",3.280000,5.4690,0.700000,4422.00,"Transit"
"Kepler-41","Kepler-41 b",1,1.85555820000,0.0310100000,14.46000000,0.22000000,-0.22000000,177.98000000,25.43000000,-25.43000000,"Mass",0.330000,2036.7490,1.150000,5750.00,"Transit"
"Kepler-229","Kepler-229 d",3,41.19491200000,0.2200000000,3.85000000,1.38000000,-1.38000000,14.20000000,,,"M-R relationship",1.370000,6.1620,0.808000,5120.00,"Transit"
"HD 72659","HD 72659 b",2,3549.00000000000,4.6070000000,13.20000000,,,949.67128012,821.90426050,-31.14718389,"Mass",2.270000,0.1115,1.033000,5929.00,"Radial Velocity"
"Kepler-11","Kepler-11 b",6,10.30390000000,0.0910000000,1.80000000,0.03000000,-0.05000000,1.90000000,1.40000000,-1.00000000,"Mass",1.720000,146.3600,0.961000,5663.00,"Transit"
"Kepler-900","Kepler-900 b",1,6.99130860000,0.0679000000,2.08000000,0.12000000,-0.34000000,4.98000000,,,"M-R relationship",3.040000,54.1090,0.780000,4836.00,"Transit"
"K2-201","K2-201 c",2,22.77987800000,,3.28568401,0.39804812,-0.18385433,10.80000000,,,"M-R relationship",1.670000,,0.956055,5507.00,"Transit"
"Kepler-580","Kepler-580 b",1,8.22241965600,0.0683000000,2.57000000,0.29000000,-0.13000000,7.13000000,,,"M-R relationship",2.310000,24.0630,0.670000,4298.00,"Transit"
"Kepler-1723","Kepler-1723 b",1,39.75289917000,0.2249000000,2.88046569,,,8.65000000,,,"M-R relationship",1.990000,24.5400,0.960000,6072.00,"Transit"
"omi UMa","omi UMa b",1,1569.81000000000,3.6910000000,13.00000000,,,1160.39151396,55.93779963,-94.71286529,"Msini",2.900000,8.4795,2.720000,5075.00,"Radial Velocity"
"Kepler-163","Kepler-163 b",2,7.81093700000,0.0780000000,1.05000000,0.44000000,-0.44000000,1.16000000,,,"M-R relationship",5.510000,115.6120,0.882000,5776.00,"Transit"
"GJ 179","GJ 179 b",1,2288.00000000000,2.4100000000,13.80000000,,,301.93698665,50.85254512,-34.96112477,"Mass",0.631000,0.0028,0.357000,3370.00,"Radial Velocity"
"HD 7924","HD 7924 b",3,5.39792000000,0.0600000000,,,,2058.25676373,,,"Mass",,113.7000,0.650000,5131.00,"Radial Velocity"
"Kepler-1218","Kepler-1218 b",1,22.92212660000,0.1569800000,1.44000000,0.15000000,-0.14000000,2.67000000,,,"M-R relationship",4.910000,84.8300,1.060000,5986.00,"Transit"
"HATS-57","HATS-57 b",1,2.35062100000,0.0349300000,12.76705100,0.31385200,-0.31385200,1000.21101000,23.20159000,-23.20159000,"Mass",2.650000,570.2330,1.026000,5587.00,"Transit"
"Kepler-603","Kepler-603 c",3,127.90757740000,0.5343900000,6.50000000,1.48000000,-0.62000000,34.50000000,,,"M-R relationship",0.690000,8.8000,1.010000,5808.00,"Transit"
"HD 191939","HD 191939 f",6,2898.00000000000,3.7100000000,13.20000000,,,915.34581216,82.63538582,-82.63538582,"Msini",2.190000,0.0472,0.810000,5348.00,"Radial Velocity"
"HD 30669","HD 30669 b",1,1684.00000000000,2.6900000000,14.30000000,,,149.37000000,19.07000000,-19.07000000,"Msini",0.281000,0.0987,0.920000,5400.00,"Radial Velocity"
"K2-244","K2-244 b",1,21.06884000000,0.1418000000,1.75000000,0.13000000,-0.10000000,3.71000000,,,"M-R relationship",3.800000,37.9007,0.860000,5677.00,"Transit"
"EPIC 201497682","EPIC 201497682 b",1,2.13174000000,,0.69200000,0.05900000,-0.04800000,0.26000000,,,"M-R relationship",4.310000,,0.780000,4991.00,"Transit"
"Kepler-653","Kepler-653 c",2,0.90037647600,0.0185500000,0.78000000,0.13000000,-0.12000000,0.39900000,,,"M-R relationship",4.620000,3743.2750,1.020000,5665.00,"Transit"
"K2-59","K2-59 c",2,11.29540000000,0.0905000000,2.30000000,0.29000000,-0.29000000,5.90000000,,,"M-R relationship",2.660000,38.3000,0.774000,5055.00,"Transit"
"Kepler-531","Kepler-531 b",1,29.88485741000,0.1744600000,2.78000000,0.08000000,-0.19000000,8.15000000,,,"M-R relationship",2.080000,10.0070,0.780000,4893.00,"Transit"
"HD 104067","HD 104067 c",2,13.89920000000,0.1058000000,3.69000000,,,13.20000000,1.90000000,-1.90000000,"Msini",1.440000,27.4455,0.820000,4952.00,"Radial Velocity"
"HIP 97166","HIP 97166 c",2,16.43200000000,0.1240000000,2.75000000,,,8.00000000,1.60000000,-1.60000000,"Msini",2.110000,30.7622,0.934200,5216.00,"Radial Velocity"
"TOI-2379","TOI-2379 b",1,5.46938270000,0.0526300000,11.72459381,0.25780656,-0.25780656,1830.69162432,63.56568140,-63.56568140,"Mass",6.210000,25.3000,0.645000,3707.00,"Transit"
"WASP-140","WASP-140 b",1,2.23598448000,0.0323000000,14.23540549,0.67253884,-0.67253884,775.50520000,22.24810000,-22.24810000,"Mass",1.578175,491.3260,0.900000,5300.00,"Transit"
"K2-255","K2-255 b",1,1.96417000000,0.0274000000,2.90000000,0.28000000,-0.11000000,8.75000000,,,"M-R relationship",1.970000,215.9107,0.710000,4676.00,"Transit"
"Kepler-365","Kepler-365 c",2,17.78412900000,0.1370000000,1.64000000,0.77000000,-0.77000000,3.33000000,,,"M-R relationship",4.150000,66.8700,1.020000,6012.00,"Transit"
"Kepler-592","Kepler-592 b",1,2.82019240800,0.0397000000,2.39000000,0.58000000,-0.25000000,6.30000000,,,"M-R relationship",2.540000,935.8270,1.040000,5913.00,"Transit"
"Kepler-1542","Kepler-1542 d",4,5.99273738000,0.0629000000,0.87000000,0.12000000,-0.09000000,0.59000000,,,"M-R relationship",4.920000,297.8060,0.940000,5564.00,"Transit"
"Kepler-29","Kepler-29 c",2,13.28613000000,0.1002700000,2.34000000,0.12000000,-0.11000000,4.50000000,1.10000000,-1.10000000,"Mass",1.910000,34.4000,0.761000,5378.00,"Transit"
"Kepler-506","Kepler-506 b",1,6.88340550000,0.0743700000,2.73000000,0.06000000,-0.06000000,7.90000000,,,"M-R relationship",2.130000,330.5470,1.190000,6236.00,"Transit"
"Kepler-1814","Kepler-1814 b",2,2.93535995500,0.0376500000,2.36961357,,,6.21000000,,,"M-R relationship",2.560000,216.9000,0.790000,4922.00,"Transit"
"Kepler-1004","Kepler-1004 b",1,5.28789787000,0.0679100000,6.28000000,0.78000000,-0.44000000,32.50000000,,,"M-R relationship",0.721000,1610.0870,1.110000,4972.00,"Transit"
"Kepler-1911","Kepler-1911 b",1,5.99079990400,0.0636000000,1.01100000,,,1.01000000,,,"M-R relationship",5.370000,223.9300,0.954000,5721.00,"Transit"
"Kepler-46","Kepler-46 d",3,6.76658900000,0.0670000000,1.64000000,0.92000000,-0.92000000,3.33000000,,,"M-R relationship",4.150000,92.3460,0.883000,5309.00,"Transit"
"kap CrB","kap CrB b",1,1253.68000000000,2.5000000000,13.40000000,,,591.16380000,,,"Mass",1.350000,1.7376,1.330000,4840.00,"Radial Velocity"
"Kepler-1548","Kepler-1548 b",1,124.82867900000,0.4679000000,2.64000000,0.54000000,-0.21000000,7.46000000,,,"M-R relationship",2.230000,1.9330,0.990000,5706.00,"Transit"
"WASP-61","WASP-61 b",1,3.85590000000,0.0521000000,15.80469000,2.46598000,-2.46598000,851.78440000,266.97720000,-266.97720000,"Mass",1.423000,1062.0298,1.820000,6250.00,"Transit"
"Kepler-281","Kepler-281 d",3,148.27200320000,0.5456000000,5.93747806,,,654.00000000,100.00000000,-104.00000000,"Mass",12.300000,2.5100,0.984000,5717.00,"Transit"
"HD 190360","HD 190360 c",3,17.11625000000,0.1298000000,5.53000000,,,26.20000000,27.00000000,-4.00000000,"Mass",0.851000,69.1705,0.996000,5560.00,"Radial Velocity"
"Kepler-1287","Kepler-1287 b",1,11.47685909000,0.0976000000,1.54000000,0.22000000,-0.13000000,2.99000000,,,"M-R relationship",4.500000,78.1560,0.960000,5715.00,"Transit"
"Kepler-1506","Kepler-1506 b",1,14.03291540000,0.1168000000,1.32000000,0.19000000,-0.13000000,2.30000000,,,"M-R relationship",5.500000,235.8070,0.950000,5676.00,"Transit"
"Kepler-913","Kepler-913 b",2,10.29672521000,0.1009000000,2.06000000,0.08000000,-0.06000000,4.90000000,,,"M-R relationship",3.080000,58.9000,0.630000,4687.00,"Transit"
"TOI-3160 A","TOI-3160 A b",1,3.97128100000,0.0505000000,13.76462830,0.51561311,-0.50440413,378.21580433,50.85254512,-47.67426105,"Mass",0.790000,933.0000,1.088000,6190.00,"Transit"
"Kepler-1066","Kepler-1066 b",1,1.93155983900,0.0298000000,2.36000000,0.50000000,-0.33000000,6.17000000,,,"M-R relationship",2.580000,710.0190,0.980000,5762.00,"Transit"
"Kepler-262","Kepler-262 c",2,21.85372200000,0.1520000000,1.64000000,0.68000000,-0.68000000,3.33000000,,,"M-R relationship",4.150000,25.2600,0.816000,5841.00,"Transit"
"KOI-351","KOI-351 h",8,331.60296000000,0.9706200000,11.25200000,0.30600000,-0.30600000,203.00000000,16.00000000,-16.00000000,"Mass",0.911829,1.8490,1.242000,6031.13,"Transit"
"HD 99492","HD 99492 b",2,17.05030000000,0.1200000000,5.44000000,,,25.50000000,0.60000000,-0.60000000,"Msini",0.870000,23.2671,0.850000,4929.00,"Radial Velocity"
"Kepler-359","Kepler-359 d",3,77.09569100000,0.3720000000,4.01000000,1.91000000,-1.91000000,2.70000000,2.50000000,-1.50000000,"Mass",0.100000,5.5000,0.827000,6248.00,"Transit"
"Kepler-859","Kepler-859 b",1,20.38177573000,0.1315700000,3.09000000,0.18000000,-0.15000000,9.75000000,,,"M-R relationship",1.820000,14.8970,0.810000,5020.00,"Transit"
"WASP-157","WASP-157 b",1,3.95162300000,0.0499000000,11.19000000,0.28000000,-0.28000000,182.43442000,29.55819000,-29.55819000,"Mass",0.640000,482.1005,1.060000,5772.00,"Transit"
"Kepler-1333","Kepler-1333 b",1,109.64718420000,0.4382000000,2.81000000,0.40000000,-0.25000000,8.30000000,,,"M-R relationship",2.060000,3.2980,0.940000,5628.00,"Transit"
"Kepler-1120","Kepler-1120 b",1,2.94902905200,0.0369000000,1.38000000,0.09000000,-0.07000000,2.48000000,,,"M-R relationship",5.190000,206.8740,0.780000,4904.00,"Transit"
"Kepler-264","Kepler-264 c",2,140.10126100000,0.5660000000,2.83000000,0.58000000,-0.58000000,8.40000000,,,"M-R relationship",2.040000,15.3470,1.426000,6158.00,"Transit"
"Kepler-1242","Kepler-1242 b",1,13.62798432000,0.1039000000,2.26000000,0.13000000,-0.13000000,5.73000000,,,"M-R relationship",2.730000,28.9980,0.770000,4895.00,"Transit"
"K2-214","K2-214 b",1,8.59656000000,0.0834000000,2.51000000,0.14000000,-0.07000000,6.85000000,,,"M-R relationship",2.380000,238.0000,1.030000,5875.00,"Transit"
"Kepler-1228","Kepler-1228 b",1,0.57736957900,0.0118600000,1.54000000,0.11000000,-0.14000000,2.99000000,,,"M-R relationship",4.500000,1598.6640,0.780000,5063.00,"Transit"
"Kepler-1501","Kepler-1501 b",1,14.55645330000,0.1159200000,1.56000000,0.68000000,-0.25000000,3.05000000,,,"M-R relationship",4.410000,100.0010,1.200000,6229.00,"Transit"
"HD 156279","HD 156279 b",2,133.40355000000,0.5020000000,12.50000000,,,2997.75753482,242.18524613,-254.58055401,"Msini",8.430000,2.8355,0.940000,5453.00,"Radial Velocity"
"TOI-1443","TOI-1443 b",1,23.54067800000,0.1470000000,2.30381001,0.12697832,-0.10061016,30.00000000,,,"Mass",14.000000,16.8576,0.766300,5224.00,"Transit"
"HD 72892","HD 72892 b",1,39.44603000000,0.2280000000,12.80000000,,,1737.88572948,143.65843996,-150.96849332,"Msini",4.550000,26.9314,1.010000,5688.00,"Radial Velocity"
"Kepler-385","Kepler-385 c",3,15.16316100000,0.1270000000,3.04000000,1.56000000,-1.56000000,13.20000000,16.80000000,-9.00000000,"Mass",2.580000,83.1550,0.992000,6326.00,"Transit"
"TOI-2345","TOI-2345 b",2,1.05285730000,0.0170500000,1.50400000,0.04700000,-0.04400000,3.49000000,0.85000000,-0.85000000,"Mass",5.640000,791.0000,0.727000,4687.00,"Transit"
"Kepler-1099","Kepler-1099 b",1,2.16845259300,0.0337000000,2.83000000,0.43000000,-0.51000000,8.40000000,,,"M-R relationship",2.040000,766.3440,1.010000,5837.00,"Transit"
"Kepler-587","Kepler-587 b",1,10.94027841000,0.0952000000,2.23000000,0.64000000,-0.17000000,5.60000000,,,"M-R relationship",2.770000,70.9650,0.920000,5549.00,"Transit"
"K2-197","K2-197 b",1,8.35788100000,0.0806000000,2.56000000,0.16000000,-0.16000000,7.08000000,,,"M-R relationship",2.320000,118.4501,1.000000,5667.00,"Transit"
"HD 158259","HD 158259 b",5,2.17800000000,,1.28228000,0.06651520,-0.06651520,2.22000000,0.39000000,-0.45000000,"Msini",6.120000,759.1830,1.080000,5801.89,"Radial Velocity"
"Kepler-62","Kepler-62 b",5,5.71493200000,0.0553000000,1.31000000,0.04000000,-0.04000000,9.00000000,,,"Mass",,80.3260,0.690000,4925.00,"Transit"
"HD 21520","HD 21520 b",1,25.12920000000,0.1726000000,2.69700000,0.09000000,-0.09000000,17.70000000,,,"Mass",1.350000,25.7431,1.090000,5871.00,"Transit"
"Kepler-115","Kepler-115 c",2,8.99088900000,0.0870000000,2.60000000,0.50000000,-0.50000000,7.27000000,,,"M-R relationship",2.270000,209.1010,1.042000,5979.00,"Transit"
"Kepler-231","Kepler-231 b",2,10.06527500000,0.0740000000,1.73000000,0.12000000,-0.12000000,35.40000000,19.70000000,-16.60000000,"Mass",13.800000,14.8790,0.580000,3767.00,"Transit"
"Kepler-1142","Kepler-1142 b",1,18.30272480000,0.1343000000,1.47000000,0.43000000,-0.18000000,2.76000000,,,"M-R relationship",4.770000,147.8170,0.970000,5685.00,"Transit"
"HD 169830","HD 169830 b",2,225.67372000000,0.7650000000,13.20000000,,,804.42369812,71.19356317,-75.32533246,"Msini",1.920000,7.8465,1.170000,6300.00,"Radial Velocity"
"Kepler-548","Kepler-548 b",1,4.45419433800,0.0495000000,11.99000000,2.19000000,-1.10000000,,,,"Msini",,237.0350,0.930000,5535.00,"Transit"
"GJ 9404","GJ 9404 b",1,13.45860000000,0.0943000000,3.48000000,,,11.90000000,1.90000000,-1.90000000,"Msini",1.550000,11.2454,0.620000,3811.00,"Radial Velocity"
"K2-226","K2-226 b",1,3.27109000000,0.0409500000,1.53899305,0.10312262,-0.08630915,2.98000000,,,"M-R relationship",4.490000,332.7564,0.856000,5288.00,"Transit"
"HD 190228","HD 190228 b",1,1143.59858000000,2.4060000000,12.90000000,,,1598.67688721,378.21580433,-0.95348522,"Mass",4.090000,0.8598,1.415000,5360.00,"Radial Velocity"
"Kepler-1495","Kepler-1495 b",1,85.27325600000,0.3677000000,2.94000000,0.72000000,-0.32000000,8.96000000,,,"M-R relationship",1.940000,9.1000,1.030000,5831.00,"Transit"
"Kepler-159","Kepler-159 c",2,43.59579200000,0.2180000000,3.41000000,0.28000000,-0.28000000,11.50000000,,,"M-R relationship",1.590000,4.7910,0.628000,4625.00,"Transit"
"Kepler-1014","Kepler-1014 b",1,16.57110363000,0.1210000000,2.39000000,0.21000000,-0.25000000,6.30000000,,,"M-R relationship",2.540000,33.4790,0.880000,5388.00,"Transit"
"Kepler-1122","Kepler-1122 b",1,42.19173570000,0.2315000000,2.04000000,0.27000000,-0.14000000,4.82000000,,,"M-R relationship",3.120000,23.2630,0.920000,5544.00,"Transit"
"TOI-4443","TOI-4443.01",1,1.84985670000,0.0299626450,1.71932650,0.13466030,-0.13466030,3.60000000,,,"M-R relationship",3.890000,1194.2104,1.049133,5834.00,"Transit"
"HD 100655","HD 100655 b",1,157.57001000000,0.6800000000,13.50000000,,,511.70630000,108.06220000,-108.06220000,"Msini",1.140000,92.9931,2.280000,4891.00,"Radial Velocity"
"Kepler-1730","Kepler-1730 b",1,13.81019974000,0.1131000000,4.48524519,,,18.40000000,,,"M-R relationship",1.120000,113.7500,1.009000,5942.00,"Transit"
"Kepler-150","Kepler-150 d",5,12.56093000000,0.1040000000,2.79000000,0.41000000,-0.41000000,8.20000000,,,"M-R relationship",2.070000,65.1420,0.956000,5560.00,"Transit"
"Kepler-248","Kepler-248 c",2,16.23949400000,0.1230000000,4.07000000,0.49000000,-0.49000000,15.60000000,,,"M-R relationship",1.270000,22.4590,0.838000,5190.00,"Transit"
"HD 285507","HD 285507 b",1,6.08810000000,0.0600000000,13.80000000,,,311.47340000,31.78300000,-31.78300000,"Msini",0.651000,53.0123,0.820000,4503.00,"Radial Velocity"
"Kepler-1047","Kepler-1047 b",2,56.18868870000,0.2987100000,2.09000000,0.26000000,-0.17000000,5.02000000,,,"M-R relationship",3.020000,28.8510,1.080000,5754.00,"Transit"
"GJ 3138","GJ 3138 c",3,5.97400000000,0.0570000000,1.88000000,,,4.18000000,0.61000000,-0.59000000,"Msini",3.460000,13.9000,0.681000,3717.00,"Radial Velocity"
"Kepler-55","Kepler-55 b",5,27.94814490000,0.1593000000,2.43000000,,,43.00000000,37.20000000,-18.00000000,"Mass",16.500000,6.6420,0.620000,4362.00,"Transit"
"HD 116029","HD 116029 b",2,670.00000000000,1.6500000000,13.60000000,,,444.96200000,92.17070000,-92.17070000,"Msini",0.972000,4.1506,0.830000,4819.00,"Radial Velocity"
"HD 37605","HD 37605 c",2,2720.00000000000,3.7400000000,13.10000000,,,1013.87770000,120.77540000,-120.77540000,"Msini",2.480000,0.0431,0.940000,5329.00,"Radial Velocity"
"Kepler-1184","Kepler-1184 b",1,53.59910440000,0.2863000000,2.68000000,0.60000000,-0.30000000,7.65000000,,,"M-R relationship",2.180000,18.0390,1.050000,5983.00,"Transit"
"TOI-1266","TOI-1266 c",3,18.80270000000,0.1050000000,1.98000000,0.10000000,-0.10000000,3.17000000,0.76000000,-0.76000000,"Mass",2.250000,2.4200,0.437000,3563.00,"Transit"
"Kepler-547","Kepler-547 b",1,6.01038428900,0.0580000000,4.00000000,0.13000000,-0.31000000,15.10000000,,,"M-R relationship",1.300000,87.7130,0.780000,4828.00,"Transit"
"Kepler-1488","Kepler-1488 c",2,6.15826988200,0.0695900000,1.65156749,,,3.37000000,,,"M-R relationship",4.110000,760.6000,1.003000,5710.00,"Transit"
"HAT-P-57","HAT-P-57 b",1,2.46530000000,0.0406000000,19.50366000,4.03524000,-4.03524000,448.14030000,483.10160000,-483.10160000,"Mass",0.332000,2726.6328,2.770000,6330.00,"Transit"
"HD 8326","HD 8326 b",1,158.99100000000,0.5330000000,9.58000000,,,66.60000000,19.60000000,-19.60000000,"Msini",0.416000,1.1342,0.800000,4914.00,"Radial Velocity"
"TOI-150","TOI-150.01",1,5.85748700000,0.0703700000,14.06729500,0.23538900,-0.21297100,797.75330000,38.13960000,-38.13960000,"Mass",1.680000,750.9220,1.351000,6255.00,"Transit"
"TIC 86380416","TIC 86380416 b",1,6.04086434610,,2.41236120,0.29307308,-0.24128947,6.40000000,,,"M-R relationship",2.510000,,1.070000,5723.74,"Transit"
"TRAPPIST-1","TRAPPIST-1 g",7,12.35244600000,0.0468300000,1.12900000,0.01500000,-0.01300000,1.32100000,0.03800000,-0.03800000,"Mass",5.055986,0.2520,0.089800,2566.00,"Transit"
"HD 106315","HD 106315 b",2,9.55237000000,0.0907000000,2.44000000,0.17000000,-0.17000000,12.60000000,3.20000000,-3.20000000,"Mass",4.700000,277.0000,1.091000,6327.00,"Transit"
"GJ 9827","GJ 9827 b",3,1.20897400000,0.0189000000,1.44000000,0.09000000,-0.07000000,4.28000000,0.35000000,-0.33000000,"Mass",7.858000,318.0000,0.620000,4236.00,"Transit"
"BD-06 1339","BD-06 1339 b",2,3.87280000000,0.0428000000,,,,1523.03372634,,,"Mass",,51.8934,0.700000,4324.00,"Radial Velocity"
"Kepler-1033","Kepler-1033 b",1,7.56052806000,0.0761000000,2.51000000,0.41000000,-0.18000000,6.85000000,,,"M-R relationship",2.380000,159.4220,0.940000,5547.00,"Transit"
"TOI-7155","TOI-7155 b",1,3.89489711981,,2.40821473,0.34326283,-0.25569019,6.38000000,,,"M-R relationship",2.510000,116.2530,0.755000,4673.03,"Transit"
"K2-136","K2-136 d",3,25.57500000000,0.1538000000,1.56500000,0.07700000,-0.07600000,3.00000000,,,"Mass",4.300000,7.0700,0.742000,4500.00,"Transit"
"K2-154","K2-154 b",2,3.67626000000,0.0405000000,1.99000000,0.21000000,-0.11000000,4.62000000,,,"M-R relationship",3.220000,57.5000,0.650000,4097.00,"Transit"
"V1298 Tau","V1298 Tau e",4,48.67771400000,0.2689000000,10.17000000,0.75000000,-0.75000000,15.30000000,4.20000000,-4.20000000,"Mass",0.080000,10.0000,1.100000,4970.00,"Transit"
"TOI-836","TOI-836 b",2,3.81673000000,0.0422000000,1.70400000,0.06700000,-0.06700000,4.53000000,0.92000000,-0.86000000,"Mass",5.020000,78.8380,0.678000,4552.00,"Transit"
"K2-165","K2-165 c",3,4.38274500000,,1.55409035,0.20925649,-0.11010438,3.03000000,,,"M-R relationship",4.440000,,0.834847,5185.00,"Transit"
