source_id,random_index,ra,dec,l,b,parallax,pmra,pmdec
6037596919990262144,7850,244.43531179571912,-30.535160908978636,347.0345930562796,14.165969206321456,0.7937771647164171,-5.646859744605022,-3.355027474802587
3032605768388547968,7895,108.42264178338733,-13.392873993079624,227.36245736636738,-1.242634322795782,0.5677901862450554,1.089148786252089,2.3603227238551403
5863251759235046272,7909,195.754443533932,-62.34526267054031,304.2751972715676,0.496281277616337,1.1342296974292678,-11.371194853795407,-0.011522326613151437
4207091444791960192,7932,294.38643099231723,-7.400994707245904,31.500379140727848,-13.597529827018384,0.5499224279362199,0.9970226334563157,-0.487319967804442
1858938128637245184,7960,310.4204409056955,29.19554411070588,71.555120936284,-7.877263404655477,1.3380398119506411,1.0256850224068033,-12.212624462373466
6733240197257764096,8091,277.371323847835,-37.3002915692868,356.9924460662849,-12.04111320977113,0.7249651536832696,3.9342789192479923,-1.3045220232353678
3047083106710636288,8197,109.15069048100236,-10.526662233682417,225.15614195941848,0.7208046079257131,0.5463662477965714,-2.3678274598203854,-1.31633133892408
1960693772254252416,8221,327.69901982080285,42.50302975174345,90.98546420788202,-8.892512777237469,0.5110080770249841,-0.09643861278651455,-0.6151858824382879
2165244063650242304,8296,316.5996320287146,47.96709727540934,89.09734404442064,0.44168033639530574,0.6145488912402425,18.29111530647966,14.205923830760634
6023648171889448448,8311,247.22910538449324,-35.00824999911863,345.3677897534127,9.384809203889533,0.5100291284639764,3.29455266799772,-2.1551324318773335
4100886279469674752,8328,282.9876674323898,-15.82452720294798,18.829192451038168,-7.253460693226507,0.5911422031459133,4.591686190549042,-1.5617844880350775
937619776220755968,8388,101.97513607070262,32.48980382968371,183.0817694537188,13.494097173250411,1.3904744620556133,0.3214866016808511,-10.99020534764148
5870271110233912320,8415,202.50492508854873,-58.74062631977572,307.9305229815297,3.756172100818751,0.8230828231378471,-7.244613128874078,-0.2580101485582841
4056379491986566784,8424,268.27674651090285,-30.035024760113398,359.89528716661727,-1.9623924394240666,1.0329849636115207,7.112803545786978,-22.364213310207123
5345964317551023616,8494,171.88526708951602,-55.80669784586105,291.27921517931225,5.155339573402317,0.5328199000996279,-5.508611669360423,2.8987502982833506
2273028329497745792,8561,325.23961764183554,72.76654724500834,109.84061177825753,14.938661628839814,1.085666447059317,0.044584124700148386,-16.47944441958258
3426505637234714112,8599,90.67660815104118,24.800145810289592,185.49564409018697,1.1900623529254926,0.5409244072238292,3.585117419513489,1.5125417055976893
3110677175631113088,8637,110.04604322650735,0.05541901158632384,216.1729957003495,6.417877685850772,0.5336070371734226,-1.4922176913958487,-1.0051703681183184
414435692339847808,8682,11.581909089839028,49.19724490608811,122.07279812939413,-13.665980358024692,1.292396196232775,-3.752430898680815,3.3774066696615437
4168429592303018624,8751,264.0012722721532,-8.236562798864865,16.660276831228533,12.672422019382601,0.8454646902248821,-8.50798021745181,-6.4549809890689085
2185680716308930304,8760,301.0151864428282,54.02713705488895,88.15334478956044,11.895469086441148,1.2353025014248074,-3.329146700116061,-5.744970685454412
4300347554301361920,8764,299.4519902519259,10.42866611157814,49.98744250434671,-9.637341197403668,0.5075564796266112,-3.530813477488805,-6.200535615596628
5708544357144227328,8938,129.65118987183791,-18.200567553054178,242.09625797508565,13.807835395569688,0.5486771109860678,-6.787887071244102,2.807200226529656
427921339899825024,8976,7.243726628026372,58.01557230701969,119.95060181343085,-4.726088585872711,0.8296851874416813,1.3739204094916786,-0.27801042004826454
4290464559679270144,9057,297.36586665954786,4.786659962890442,43.96389391999516,-10.608886843161216,0.6831086658066734,2.426326686694787,5.177324594897013
5243679499578371456,9149,142.9952033321672,-69.41421424887103,286.9164759252229,-13.011940271546427,0.9109112807530305,-11.169513145016785,1.5310743509883171
5824581248096577920,9166,226.04534210884233,-66.86836288292098,315.45153908308976,-7.280205870993755,0.8596518613876015,-8.962727993275008,-4.898702535253735
5542025898110508416,9238,126.26509162120001,-36.98599939663353,255.78676304188812,0.46239351733245365,0.6807860223432404,-3.611963311098916,5.243903442121647
3130386363935239040,9381,97.26650615460605,3.7699643562035523,207.01842404024256,-3.2429531584481284,1.1196177679021688,-0.8232736840551771,-2.2392660838516405
5943527034463458688,9433,250.50538000307995,-44.3341188347267,340.1162574574664,1.2611683888681808,0.6255717007670337,0.2290862048788288,-2.8196268645100346
5964575702781120384,9448,254.44181610618156,-43.79246728484582,342.344501938487,-0.5631718291298663,0.7858356041248822,-3.4238923819999365,-1.4621993167652843
