surface,species,dE_star,n_sites
Ru6V6,S1,-335.2905823191795,8
Ru6W6,C1,-157.68391660071939,8
Ru6W6,H1,-17.140181712391495,8
Ru6W6,N1,-278.21364668255046,8
Ru6W6,O1,-445.2856482708012,8
Ru6W6,S1,-335.1330206513521,8
Ru6Y6,C1,-158.3369650511304,8
Ru6Y6,H1,-17.34114730622241,8
Ru6Y6,N1,-278.1396507664067,8
Ru6Y6,O1,-445.54426920871265,8
Ru6Y6,S1,-335.5509570307768,8
Ru6Zn6,C1,-157.8347309337987,8
Ru6Zn6,H1,-17.099477291725634,9
Ru6Zn6,H1O1,-460.1967268872977,20
Ru6Zn6,N1,-277.5339825054616,8
Ru6Zn6,O1,-443.9828624511647,8
Ru6Zn6,S1,-334.5120287077589,8
Ru6Zr6,C1,-157.628560890691,8
Ru6Zr6,H1,-17.298747616336186,9
Ru6Zr6,N1,-277.93335282979024,8
Ru6Zr6,O1,-446.0073231510396,8
Ru6Zr6,S1,-335.2421784374419,8
Ru9Sc3,C1,-158.49679043398646,3
Ru9Sc3,H1,-17.043905931474,3
Ru9Sc3,N1,-278.42181077587156,3
Ru9Sc3,O1,-444.7505342301738,3
Ru9Sc3,S1,-335.48692578734335,3
Ru9Sn3,C1,-157.85384842759595,5
Ru9Sn3,C1H1,-174.95140595618795,9
Ru9Sn3,C1H2,-191.1271262907576,9
Ru9Sn3,C1H3,-207.76402407062778,9
Ru9Sn3,H1,-16.91321822635655,5
Ru9Sn3,H1N1,-294.40855947828095,9
Ru9Sn3,H1S1,-350.10016397048093,9
Ru9Sn3,H2O1,-476.8145576504903,10
Ru9Sn3,N1,-277.7210100203156,5
Ru9Sn3,O1,-444.11369301605373,5
Ru9Sn3,S1,-334.7117797214705,6
Ru9Ta3,C1,-158.1890504991752,5
Ru9Ta3,H1,-17.071784538478823,5
Ru9Ta3,N1,-278.02720475668684,5
Ru9Ta3,O1,-444.87678457493166,5
Ru9Ta3,S1,-335.1485012076373,5
Ru9Tc3,C1,-157.63422548447488,3
Ru9Tc3,H1,-16.955788259507244,3
Ru9Tc3,H1O1,-460.4932645756562,11
Ru9Tc3,N1,-277.71080262205214,3
Ru9Tc3,O1,-444.4766330117709,3
Ru9Tc3,S1,-334.89685522769287,3
Ru9Ti3,C1,-158.1635553372871,3
Ru9Ti3,H1,-17.02322419128177,3
Ru9Ti3,N1,-278.1596882770864,3
Ru9Ti3,O1,-444.8787359032722,3
Ru9Ti3,S1,-335.15583413135755,3
Ru9Tl3,C1,-157.94750865028618,2
Ru9Tl3,H1,-16.908446846249717,3
Ru9Tl3,N1,-277.7813225560203,3
Ru9Tl3,O1,-444.255159694545,3
Ru9Tl3,S1,-334.86295868709567,3
Ru9V3,C1,-157.87010165112224,7
Ru9V3,H1,-17.008378340535273,6
Ru9V3,N1,-277.8546147857851,7
Ru9V3,O1,-444.87676008469134,7
Ru9V3,S1,-334.9180401063786,6
Ru9W3,C1,-157.81905050990827,7
Ru9W3,H1,-17.025049939082237,7
Ru9W3,N1,-277.7958901703714,7
Ru9W3,O1,-444.79913865981143,7
Ru9W3,S1,-334.9650325336297,7
Ru9Y3,C1,-158.88924022310675,7
Ru9Y3,H1,-17.201170178876055,7
Ru9Y3,N1,-278.6190594307227,7
Ru9Y3,O1,-444.95417116556564,7
Ru9Y3,S1,-335.9108701682162,7
Ru9Zn3,C1,-157.79384378869145,9
Ru9Zn3,H1,-16.919948009759537,9
Ru9Zn3,H1O1,-460.3201241184506,18
Ru9Zn3,N1,-277.8488387613834,9
Ru9Zn3,O1,-444.3614953880169,9
Ru9Zn3,S1,-335.1671278080612,9
Ru9Zr3,C1,-158.54941765855256,3
Ru9Zr3,H1,-17.10167325039947,3
Ru9Zr3,N1,-278.40856441026335,3
Ru9Zr3,O1,-444.7939295845972,3
Ru9Zr3,S1,-335.58578420070626,3
Sc12,C1,-158.62409535591723,8
Sc12,C1H1,-174.80945804436305,8
Sc12,C1H2,-191.9972279772519,4
Sc12,C1H3,-208.64491792802073,4
Sc12,H1,-17.461945033874144,8
Sc12,H1N1,-296.5395551950114,8
Sc12,H1O1,-464.53915952529496,8
Sc12,H1S1,-353.01351881066694,8
Sc12,H2O1,-477.23601069310826,4
Sc12,N1,-279.5196977321975,8
Sc12,O1,-447.45582443465537,8
Sc12,S1,-335.95637318037006,8
Sc3Sn9,C1,-155.3300165200817,7
Sc3Sn9,H1,-16.004412428013893,8
Sc3Sn9,N1,-276.2589308003735,7
Sc3Sn9,O1,-444.0771802369527,7
Sc3Sn9,S1,-333.4073314223315,7
Sc3Ta9,C1,-158.5965359384536,5
Sc3Ta9,H1,-17.456085198416986,6
Sc3Ta9,N1,-279.627913324126,5
Sc3Ta9,O1,-447.003283474427,5
Sc3Ta9,S1,-335.8301874626559,5
Sc3Tc9,C1,-158.65587961284473,9
Sc3Tc9,H1,-17.208014250089036,9
Sc3Tc9,N1,-278.4249919227004,9
Sc3Tc9,O1,-445.6743234328169,9
Sc3Tc9,S1,-335.56174008586095,7
Sc3Ti9,C1,-158.34769722092824,7
Sc3Ti9,H1,-17.45559661801599,7
Sc3Ti9,N1,-279.82425788074397,7
Sc3Ti9,O1,-447.1656412847151,7
Sc3Ti9,S1,-335.85062906238454,7
Sc3Tl9,C1,-155.24367561542022,3
Sc3Tl9,H1,-16.272740755004634,3
Sc3Tl9,N1,-276.49127778659386,3
Sc3Tl9,O1,-444.66170906222396,3
Sc3Tl9,S1,-333.9122990592332,3
Sc3V9,C1,-158.6343445236489,6
Sc3V9,H1,-17.34743517674724,9
Sc3V9,N1,-279.5882459292916,9
Sc3V9,O1,-446.8435541477593,9
Sc3V9,S1,-335.91517351251605,7
Sc3W9,C1,-158.66131359014616,9
Sc3W9,H1,-17.7049991554195,9
Sc3W9,N1,-279.4671349986129,9
Sc3W9,O1,-446.58627663587686,9
Sc3W9,S1,-335.94744634983726,9
Sc3Y9,C1,-157.47002138178686,4
Sc3Y9,H1,-17.44445981494391,5
Sc3Y9,N1,-279.501978767481,6
Sc3Y9,O1,-447.3485567512853,5
Sc3Y9,S1,-335.9430244999585,3
Sc3Zn9,C1,-156.85195085236046,3
Sc3Zn9,H1,-16.620739524063538,3
Sc3Zn9,N1,-277.0416556448181,3
Sc3Zn9,O1,-445.0757437373686,3
Sc3Zn9,S1,-334.3944333518157,3
Sc3Zr9,C1,-157.84469356566296,3
Sc3Zr9,H1,-17.422201583227434,3
Sc3Zr9,N1,-279.3501980221008,3
Sc3Zr9,O1,-447.16199700013385,3
Sc3Zr9,S1,-335.71111575307805,3
Sc6Sn6,C1,-156.24575469057527,8
Sc6Sn6,H1,-16.848227645583393,8
Sc6Sn6,N1,-277.8687151806698,8
Sc6Sn6,O1,-445.9021680234582,8
Sc6Sn6,S1,-334.65675680666754,8
Sc6Ta6,C1,-158.2170214888174,8
Sc6Ta6,H1,-17.460618478908145,9
Sc6Ta6,N1,-279.46261858917205,8
Sc6Ta6,O1,-447.06738002517886,8
Sc6Ta6,S1,-335.7328543834228,8
Sc6Tc6,C1,-158.64813634144957,8
Sc6Tc6,H1,-17.4288052418633,10
Sc6Tc6,N1,-278.8617776277315,8
Sc6Tc6,O1,-446.3747579231531,10
Sc6Tc6,S1,-335.91595080569823,8
Sc6Ti6,C1,-158.15625370665657,8
Sc6Ti6,H1,-17.44546296260887,9
Sc6Ti6,N1,-279.75478721773834,8
Sc6Ti6,O1,-447.2438731969887,8
Sc6Ti6,S1,-335.918319556662,8
Sc6Tl6,C1,-156.36550818137403,8
Sc6Tl6,H1,-16.970647443831695,9
Sc6Tl6,N1,-278.18998815302257,8
Sc6Tl6,O1,-446.3314235222315,8
Sc6Tl6,S1,-334.96389659440683,8
Sc6V6,C1,-158.27998754263172,8
Sc6V6,H1,-17.374077706634125,8
Sc6V6,N1,-279.5664312431363,8
Sc6V6,O1,-446.89653634482966,8
Sc6V6,S1,-335.7944348335659,8
Sc6W6,C1,-158.21633712251787,8
Sc6W6,H1,-17.432020811098482,9
Sc6W6,N1,-279.08427899103845,8
Sc6W6,O1,-446.55372243284364,8
Sc6W6,S1,-335.6293939808311,8
Sc6Y6,C1,-158.28354788009347,8
Sc6Y6,H1,-17.4484906372345,8
Sc6Y6,N1,-279.6325279666562,8
Sc6Y6,O1,-447.4285129128966,8
Sc6Y6,S1,-335.99891586607737,8
Sc6Zn6,C1,-157.6194581385571,8
Sc6Zn6,H1,-17.17212570013362,9
Sc6Zn6,N1,-278.60286566406285,8
Sc6Zn6,O1,-446.4144809652571,8
Sc6Zn6,S1,-335.2711518944634,8
Sc6Zr6,C1,-157.76509332895512,8
Sc6Zr6,H1,-17.430725549225826,8
Sc6Zr6,N1,-279.4459018197249,8
Sc6Zr6,O1,-447.2421137089077,8
Sc6Zr6,S1,-335.8046052243444,8
Sc9Sn3,C1,-157.5809522616546,7
Sc9Sn3,H1,-17.624719994681072,8
Sc9Sn3,N1,-279.7288007543211,7
Sc9Sn3,O1,-447.6368171448448,7
Sc9Sn3,S1,-335.9534879573439,7
Sc9Ta3,C1,-158.10746247087081,3
Sc9Ta3,H1,-17.433500021921645,3
Sc9Ta3,N1,-279.5691503406633,3
Sc9Ta3,O1,-447.1832314035273,3
Sc9Ta3,S1,-335.7457830561216,3
Sc9Tc3,C1,-157.67997952165024,4
Sc9Tc3,H1,-17.56385887747092,3
Sc9Tc3,N1,-279.0824073920594,3
Sc9Tc3,O1,-447.43950916917674,3
Sc9Tc3,S1,-335.81190903189054,4
Sc9Ti3,C1,-157.94746089431283,4
Sc9Ti3,H1,-17.457426311470044,3
Sc9Ti3,N1,-279.7009869104113,3
Sc9Ti3,O1,-447.34412374474414,4
Sc9Ti3,S1,-335.9483022839195,3
Sc9Tl3,C1,-157.60717423959795,3
Sc9Tl3,H1,-17.6336349882622,3
Sc9Tl3,N1,-279.80146385688204,3
Sc9Tl3,O1,-447.7383509814608,3
Sc9Tl3,S1,-336.00432426467523,3
Sc9V3,C1,-158.17544766443825,3
Sc9V3,H1,-17.493141252794885,3
Sc9V3,N1,-279.50560196324295,3
Sc9V3,O1,-447.25699003641057,3
Sc9V3,S1,-335.8347123076237,3
Sc9W3,C1,-158.14012429492868,3
Sc9W3,H1,-17.483056986045995,3
Sc9W3,N1,-279.3200709384546,3
Sc9W3,O1,-447.18963587483813,3
Sc9W3,S1,-335.5847166981148,3
Sc9Y3,C1,-157.8411495550281,3
Sc9Y3,H1,-17.43492195278668,3
Sc9Y3,N1,-279.4744605752621,4
Sc9Y3,O1,-447.43060329140826,3
Sc9Y3,S1,-335.962188117046,3
Sc9Zn3,C1,-157.37576971966337,3
Sc9Zn3,H1,-17.61804572249821,3
Sc9Zn3,N1,-279.5690881626542,3
Sc9Zn3,O1,-447.63205406421184,3
Sc9Zn3,S1,-335.9752280843095,3
Sc9Zr3,C1,-157.71044348222676,3
Sc9Zr3,H1,-17.412066431195854,3
Sc9Zr3,N1,-279.50409853428573,3
Sc9Zr3,O1,-447.29476528766463,3
Sc9Zr3,S1,-335.89263935736926,3
Sn12,C1,-154.72646394423282,4
Sn12,C1H1,-172.32683083880693,4
Sn12,C1H2,-189.80074330325078,4
Sn12,C1H3,-207.58966726455765,4
Sn12,H1,-16.00121549857795,8
Sn12,H1N1,-292.7214947678003,4
Sn12,H1O1,-459.97797076280403,4
Sn12,H1S1,-349.36340405142255,4
Sn12,H2O1,-476.72551873711564,4
Sn12,N1,-275.5287779413775,4
Sn12,O1,-443.2160353135041,4
Sn12,S1,-333.0461356763153,4
Sn3Ta9,C1,-158.0960942349775,6
Sn3Ta9,H1,-17.518821996316547,6
Sn3Ta9,N1,-279.2155424890407,5
Sn3Ta9,O1,-446.3911276113977,5
Sn3Ta9,S1,-335.53935545726563,4
Sn3Tc9,C1,-158.27744722388888,9
Sn3Tc9,H1,-17.00459840720214,9
Sn3Tc9,N1,-277.8809479222291,9
Sn3Tc9,O1,-444.7644193830238,9
Sn3Tc9,S1,-335.0115610067878,9
Sn3Ti9,C1,-157.80934611407793,7
Sn3Ti9,H1,-17.565279583817755,10
Sn3Ti9,N1,-279.52007352140936,7
Sn3Ti9,O1,-447.1167444687635,6
Sn3Ti9,S1,-335.5196629869315,7
Sn3Tl9,C1,-154.07247357176675,3
Sn3Tl9,H1,-16.045079569088557,5
Sn3Tl9,N1,-274.9571165631969,3
Sn3Tl9,O1,-443.1028347321153,3
Sn3Tl9,S1,-332.8918227756112,3
Sn3V9,C1,-157.63323852757821,5
Sn3V9,H1,-17.443494627157634,5
Sn3V9,N1,-278.84903630540794,5
Sn3V9,O1,-446.1135290462116,5
Sn3V9,S1,-335.10277846355166,5
Sn3W9,C1,-157.78184506503385,9
Sn3W9,H1,-17.258129183643177,9
Sn3W9,N1,-278.27483705751,9
Sn3W9,O1,-445.45950533980067,9
Sn3W9,S1,-335.4539706245778,9
Sn3Y9,C1,-157.27173406841393,5
Sn3Y9,H1,-17.55818258279396,6
Sn3Y9,N1,-279.4567963054251,5
Sn3Y9,O1,-447.5278703830336,5
Sn3Y9,S1,-336.0291481217246,5
Sn3Zn9,C1,-155.81986660056282,2
Sn3Zn9,H1,-15.97956476102263,4
Sn3Zn9,N1,-275.9818759186455,3
Sn3Zn9,O1,-443.49617365322047,3
Sn3Zr9,C1,-157.8415945972156,3
Sn3Zr9,H1,-17.506568710163265,3
Sn3Zr9,N1,-279.51928928932466,3
Sn3Zr9,O1,-447.08527763263555,3
Sn3Zr9,S1,-335.6258969098308,3
Sn6Ta6,C1,-157.06530742195537,8
Sn6Ta6,H1,-16.664683323935606,8
Sn6Ta6,N1,-277.7535631348874,8
Sn6Ta6,O1,-444.74911053057804,8
Sn6Ta6,S1,-334.25196094057173,8
Sn6Tc6,C1,-157.00918026919317,8
Sn6Tc6,H1,-16.70399016792726,10
Sn6Tc6,N1,-276.88839514439314,8
Sn6Tc6,O1,-443.4815597795059,10
Sn6Tc6,S1,-333.7642918525089,8
Sn6Ti6,C1,-156.65465280884746,8
Sn6Ti6,H1,-16.726777252886677,10
Sn6Ti6,N1,-277.78046376474595,8
Sn6Ti6,O1,-445.2677699834312,8
Sn6Ti6,S1,-334.350039067489,8
Sn6Tl6,C1,-154.69253583843238,8
Sn6Tl6,H1,-15.919031949142664,8
Sn6Tl6,N1,-275.4551032556192,8
Sn6Tl6,O1,-443.3731571093158,8
Sn6Tl6,S1,-332.9859502177678,8
Sn6V6,C1,-156.5843747840845,7
Sn6V6,H1,-16.58935255335018,9
Sn6V6,N1,-277.35340857847405,7
Sn6V6,O1,-444.48178848055977,8
Sn6V6,S1,-333.8407103981626,7
Sn6W6,C1,-157.77424628608787,7
Sn6W6,H1,-17.50208740340895,10
Sn6W6,N1,-278.37047908528984,7
Sn6W6,O1,-445.3296169690839,7
Sn6W6,S1,-334.49194099207307,7
Sn6Y6,C1,-156.60394589164207,8
Sn6Y6,H1,-16.885920446344244,8
Sn6Y6,N1,-277.7536058567566,8
Sn6Y6,O1,-445.92130198013547,8
Sn6Y6,S1,-334.7616267589474,8
Sn6Zn6,C1,-155.65835071048787,8
Sn6Zn6,H1,-16.07411942188628,9
Sn6Zn6,N1,-275.8091286659328,8
Sn6Zn6,O1,-443.5548507847416,8
Sn6Zn6,S1,-333.3325096406843,8
Sn6Zr6,C1,-156.6683125153795,8
Sn6Zr6,H1,-16.78885988912225,10
Sn6Zr6,N1,-277.85794722790524,9
Sn6Zr6,O1,-445.4702901636265,10
Sn6Zr6,S1,-334.60650486379745,8
Sn9Ta3,C1,-156.0157574073528,6
Sn9Ta3,H1,-15.647750506719603,6
Sn9Ta3,N1,-276.6638717031492,6
Sn9Ta3,O1,-445.20912768246126,6
Sn9Ta3,S1,-334.06048803799786,6
Sn9Tc3,C1,-156.46671684195462,5
Sn9Tc3,H1,-17.147281570611085,5
Sn9Tc3,N1,-277.0637112877921,5
Sn9Tc3,O1,-444.10198613448665,5
Sn9Tc3,S1,-334.0889632545877,5
Sn9Ti3,C1,-156.30495564125886,5
Sn9Ti3,H1,-16.340732071130333,5
Sn9Ti3,N1,-276.51350785452814,5
Sn9Ti3,O1,-444.85292114367985,5
Sn9Ti3,S1,-333.5572751271902,5
Sn9Tl3,C1,-154.7519840045352,3
Sn9Tl3,H1,-15.86717018080526,5
Sn9Tl3,N1,-275.5581579364807,4
Sn9Tl3,O1,-443.2810162342357,5
Sn9Tl3,S1,-332.87451130136833,3
Sn9V3,C1,-156.0882915279617,3
Sn9V3,H1,-16.512530598934973,5
Sn9V3,N1,-276.99053470641593,5
Sn9V3,O1,-444.89766346160104,5
Sn9V3,S1,-333.75126018471565,3
Sn9W3,C1,-157.334628692337,4
Sn9W3,H1,-17.82646723551079,5
Sn9W3,N1,-277.6540500156334,5
Sn9W3,O1,-445.39580879639107,5
Sn9W3,S1,-334.91967537448727,4
Sn9Y3,C1,-155.08784445555284,3
Sn9Y3,H1,-15.928521102927334,3
Sn9Y3,N1,-276.12778322286977,3
Sn9Y3,O1,-443.91942359956374,3
Sn9Y3,S1,-333.4107200559665,3
Sn9Zn3,C1,-155.1874124057431,7
Sn9Zn3,H1,-16.077102741961426,9
Sn9Zn3,N1,-275.76577508098853,7
Sn9Zn3,O1,-443.60412529471796,8
Sn9Zn3,S1,-333.257001451886,7
Sn9Zr3,C1,-155.51973918643853,9
Sn9Zr3,H1,-16.376537898471724,9
Sn9Zr3,N1,-276.3876995587052,9
Sn9Zr3,O1,-444.7363232210082,9
Sn9Zr3,S1,-333.5407730555562,9
Ta12,C1,-158.94115559787315,8
Ta12,C1H1,-176.12604915143675,21
Ta12,C1H2,-193.42646360108847,15
Ta12,C1H3,-210.0247861150201,15
Ta12,H1,-17.725499531734386,8
Ta12,H1N1,-296.83320698005264,10
Ta12,H1O1,-463.7346012188282,10
Ta12,H1S1,-351.72843141114936,8
Ta12,H2O1,-477.6567612738545,4
Ta12,N1,-280.16781820099277,8
Ta12,O1,-447.34147961456983,8
Ta12,S1,-336.4196280787728,8
Ta3Tc9,C1,-158.20096092189124,7
Ta3Tc9,H1,-17.18978248683925,7
Ta3Tc9,N1,-278.5558596311239,7
Ta3Tc9,O1,-445.42353542780984,7
Ta3Tc9,S1,-335.3990828142887,7
Ta3Ti9,C1,-158.05021039950225,7
Ta3Ti9,H1,-17.47591603863475,8
Ta3Ti9,N1,-279.5915488470673,7
Ta3Ti9,O1,-447.228627747063,6
Ta3Ti9,S1,-335.7645061209041,7
Ta3Tl9,C1,-156.62813000905226,3
Ta3Tl9,H1,-17.036470284776442,5
Ta3Tl9,N1,-277.5364303054994,5
Ta3Tl9,O1,-445.6820226217678,5
Ta3Tl9,S1,-334.49770096175416,3
Ta3V9,C1,-158.89392588735063,5
Ta3V9,H1,-18.18898872014688,5
Ta3V9,N1,-280.04570276207596,5
Ta3V9,O1,-447.41752141861434,5
Ta3V9,S1,-336.4862107976078,5
Ta3W9,C1,-159.13738355371606,3
Ta3W9,H1,-17.98399380065166,3
Ta3W9,N1,-279.93151277476863,3
Ta3W9,O1,-446.9899039090924,3
Ta3W9,S1,-336.44975924412574,3
Ta3Y9,C1,-158.27214794293832,9
Ta3Y9,H1,-17.432545446576114,9
Ta3Y9,N1,-279.76751956030785,9
Ta3Y9,O1,-447.1828562946066,9
Ta3Y9,S1,-335.9312180247289,9
Ta3Zn9,C1,-156.62597364294925,3
Ta3Zn9,H1,-17.01291978444351,3
Ta3Zn9,N1,-278.0209868194288,2
Ta3Zn9,O1,-445.5735736922288,3
Ta3Zn9,S1,-334.9996856867656,3
Ta3Zr9,C1,-158.14071981605957,3
Ta3Zr9,H1,-17.501153508714197,3
Ta3Zr9,N1,-279.64343347296744,3
Ta3Zr9,O1,-447.1315960339016,3
Ta3Zr9,S1,-335.8041453519545,3
Ta6Tc6,C1,-157.87838017043396,8
Ta6Tc6,H1,-17.232244218685082,9
Ta6Tc6,N1,-278.5074611916716,8
Ta6Tc6,O1,-446.0257260738981,8
Ta6Tc6,S1,-335.48524113057647,8
Ta6Ti6,C1,-158.11005843689418,8
Ta6Ti6,H1,-17.54501948401594,9
Ta6Ti6,N1,-279.5774929427862,8
Ta6Ti6,O1,-447.05982124696675,8
Ta6Ti6,S1,-335.8370337107772,8
Ta6Tl6,C1,-157.27461425733782,8
Ta6Tl6,H1,-17.28459756067241,9
Ta6Tl6,N1,-278.1092703447757,8
Ta6Tl6,O1,-445.5089510093676,8
Ta6Tl6,S1,-334.68277687615046,8
Ta6V6,C1,-158.73965053835855,8
Ta6V6,H1,-17.365243122691027,9
Ta6V6,N1,-279.5807234782842,8
Ta6V6,O1,-446.41643351811217,8
Ta6V6,S1,-335.93792563084935,8
Ta6W6,C1,-158.2259997488727,7
Ta6W6,H1,-17.92062352173889,8
Ta6W6,N1,-279.5195873900411,8
Ta6W6,O1,-446.67490724243544,8
Ta6W6,S1,-336.04930046444497,8
Ta6Y6,C1,-158.46888869731265,8
Ta6Y6,H1,-17.42991913986407,11
Ta6Y6,N1,-279.69627090547874,8
Ta6Y6,O1,-446.8685693008374,8
Ta6Y6,S1,-335.7976989751187,8
Ta6Zn6,C1,-157.49134463035443,8
Ta6Zn6,H1,-17.28198567599611,9
Ta6Zn6,N1,-278.6652985108158,8
Ta6Zn6,O1,-445.90754199965886,7
Ta6Zn6,S1,-335.2276825250883,8
Ta6Zr6,C1,-158.24809974639356,8
Ta6Zr6,H1,-17.448993911784783,10
Ta6Zr6,N1,-279.51953106247674,8
Ta6Zr6,O1,-446.8309330997581,9
Ta6Zr6,S1,-335.75589194917484,8
Ta9Tc3,C1,-158.98496293264543,3
Ta9Tc3,H1,-18.185393280000426,4
Ta9Tc3,N1,-280.41985003835725,3
Ta9Tc3,O1,-447.66393437732404,3
Ta9Tc3,S1,-336.6799642862643,3
Ta9Ti3,C1,-158.67479560634092,3
Ta9Ti3,H1,-17.5031925937692,3
Ta9Ti3,N1,-279.85817537411276,3
Ta9Ti3,O1,-447.1468568582677,3
Ta9Ti3,S1,-336.18161990020235,3
Ta9Tl3,C1,-158.29076420303682,7
Ta9Tl3,H1,-17.52106258166532,7
Ta9Tl3,N1,-279.4027608917422,7
Ta9Tl3,O1,-446.4391026417252,7
Ta9Tl3,S1,-335.4760714384356,7
Ta9V3,C1,-158.83241020030619,7
Ta9V3,H1,-18.205657733622502,7
Ta9V3,N1,-280.13309320981716,7
Ta9V3,O1,-447.3848225870788,7
Ta9V3,S1,-336.4549868230788,7
Ta9W3,C1,-159.015548664167,9
Ta9W3,H1,-18.461090721855726,9
Ta9W3,N1,-280.32981709313026,9
Ta9W3,O1,-447.581200069475,9
Ta9W3,S1,-336.6049893045274,9
Ta9Y3,C1,-158.83886786986477,6
Ta9Y3,H1,-17.351066671977605,6
Ta9Y3,N1,-279.64652033235325,6
Ta9Y3,O1,-446.7779823318306,5
Ta9Y3,S1,-335.89030421245843,6
Ta9Zn3,C1,-158.34352149802726,3
Ta9Zn3,H1,-17.52800284512341,3
Ta9Zn3,N1,-279.52010318182874,3
Ta9Zn3,O1,-446.6033591263258,3
Ta9Zn3,S1,-335.6467812387782,3
Ta9Zr3,C1,-158.55776529477953,3
Ta9Zr3,H1,-17.452111247916037,3
Ta9Zr3,N1,-279.7210147610531,3
Ta9Zr3,O1,-447.01198703555565,3
Ta9Zr3,S1,-336.1107575109636,3
Tc12,C1,-157.67999503212923,8
Tc12,C1H1,-174.88965597912102,8
Tc12,C1H2,-191.34295351793844,4
Tc12,C1H3,-208.14480847553932,4
Tc12,H1,-17.018346550721617,8
Tc12,H1N1,-295.02383648702744,14
Tc12,H1O1,-461.83788027879564,10
Tc12,H1S1,-351.9617837219448,10
Tc12,H2O1,-476.8222983367996,4
Tc12,N1,-278.11413057004756,8
Tc12,O1,-444.99124327465324,8
Tc12,S1,-335.09713182928317,8
Tc3Ti9,C1,-157.89989117754885,7
Tc3Ti9,H1,-17.70294768918393,7
Tc3Ti9,N1,-279.6875314253157,7
Tc3Ti9,O1,-447.40848547042697,7
Tc3Ti9,S1,-336.00571626301826,7
Tc3Tl9,C1,-156.90174714060777,3
Tc3Tl9,H1,-16.967954333169473,3
Tc3Tl9,N1,-277.5890640607977,3
Tc3Tl9,O1,-444.3377931842151,3
Tc3Tl9,S1,-334.7986746499082,3
Tc3V9,C1,-158.2734442932633,3
Tc3V9,H1,-18.208617515843798,5
Tc3V9,N1,-279.5392934660631,3
Tc3V9,O1,-447.29489535807807,3
Tc3V9,S1,-336.2525911349694,3
Tc3W9,C1,-158.18138233120044,5
Tc3W9,H1,-17.35712583082568,5
Tc3W9,N1,-278.97118072444937,5
Tc3W9,O1,-445.8088958351,5
Tc3W9,S1,-335.44324335282727,5
Tc3Y9,C1,-158.45742794271064,9
Tc3Y9,H1,-17.79597579143592,9
Tc3Y9,N1,-279.4295087296887,9
Tc3Y9,O1,-447.2976015302047,9
Tc3Y9,S1,-336.0609682976756,9
Tc3Zn9,C1,-156.69598159471934,7
Tc3Zn9,H1,-16.885879085028137,7
Tc3Zn9,N1,-276.6580190787063,7
Tc3Zn9,O1,-443.63411183154676,7
Tc3Zn9,S1,-333.7554208053043,7
Tc3Zr9,C1,-158.25902103530098,7
Tc3Zr9,H1,-17.709297601668368,7
Tc3Zr9,N1,-279.6343342583168,7
Tc3Zr9,O1,-447.30921181135636,7
Tc3Zr9,S1,-336.08596413066334,7
Tc6Ti6,C1,-158.1327319143311,7
Tc6Ti6,H1,-17.28696331838364,12
Tc6Ti6,N1,-278.4775776499082,8
Tc6Ti6,O1,-445.910087624623,8
Tc6Ti6,S1,-335.66894667967426,8
Tc6Tl6,C1,-159.08000644603817,10
Tc6Tl6,H1,-18.568704670084117,10
Tc6Tl6,N1,-278.0858269212331,10
Tc6Tl6,O1,-445.72094537707744,10
Tc6Tl6,S1,-334.9126123876922,8
Tc6V6,C1,-157.77788063851767,10
Tc6V6,H1,-17.17467989668512,10
Tc6V6,N1,-278.4646142826896,10
Tc6V6,O1,-445.79288125540916,10
Tc6V6,S1,-335.45823247151566,10
Tc6W6,C1,-158.01098546177673,10
Tc6W6,H1,-17.018351040602283,10
Tc6W6,N1,-278.7969870506349,10
Tc6W6,O1,-445.5940789665947,10
Tc6W6,S1,-335.4165219099268,10
Tc6Y6,C1,-158.97361660191382,10
Tc6Y6,H1,-17.983109022505232,12
Tc6Y6,N1,-279.03288865992363,9
Tc6Y6,O1,-446.88256016990636,10
Tc6Y6,S1,-336.0382101928335,8
Tc6Zn6,C1,-156.87546652213496,8
Tc6Zn6,H1,-16.97301605874236,11
Tc6Zn6,N1,-277.10594852572103,8
Tc6Zn6,O1,-444.0998074550371,8
Tc6Zn6,S1,-334.271809876358,8
Tc6Zr6,C1,-158.36571986469062,10
Tc6Zr6,H1,-17.36756615853301,11
Tc6Zr6,N1,-278.59956533137665,10
Tc6Zr6,O1,-445.9258877786051,10
Tc6Zr6,S1,-335.85194786210195,10
Tc9Ti3,C1,-158.05101367955285,7
Tc9Ti3,H1,-17.14660373503648,7
Tc9Ti3,N1,-278.46894279752087,7
Tc9Ti3,O1,-445.4867073357382,7
Tc9Ti3,S1,-335.3408890929859,7
Tc9Tl3,C1,-157.4648593822676,3
Tc9Tl3,H1,-16.95821592311404,3
Tc9Tl3,N1,-277.8515928255438,3
Tc9Tl3,O1,-444.82568635802454,3
Tc9Tl3,S1,-335.0757913014895,3
Tc9V3,C1,-157.83557924869092,3
Tc9V3,H1,-17.129086814842594,3
Tc9V3,N1,-278.29989547668083,3
Tc9V3,O1,-445.3982897943133,3
Tc9V3,S1,-335.18207991926465,3
Tc9W3,C1,-157.8378300383156,4
Tc9W3,H1,-17.10909869282841,3
Tc9W3,N1,-278.204388281305,3
Tc9W3,O1,-445.22727386591214,3
Tc9W3,S1,-335.13629975916774,3
Tc9Y3,C1,-159.4842259750294,5
