surface,species,dE_star,n_sites
Ag9Nb3,O1,-446.03626830823487,9
Ag9Nb3,S1,-334.9653326751941,8
Ag9Os3,C1,-157.67185991681617,6
Ag9Os3,C1H1,-175.03859313488647,9
Ag9Os3,C1H2,-192.32447670555848,9
Ag9Os3,C1H3,-208.92541885942046,8
Ag9Os3,H1,-17.065207955165533,5
Ag9Os3,H1N1,-294.3716545831412,9
Ag9Os3,H1O1,-460.7636669543208,18
Ag9Os3,H1S1,-351.8120318573492,9
Ag9Os3,H2O1,-477.0598481396228,9
Ag9Os3,N1,-278.01917045954906,7
Ag9Os3,O1,-444.501941503564,6
Ag9Os3,S1,-334.57096652436303,6
Ag9Pb3,C1,-153.4002838176093,5
Ag9Pb3,H1,-16.11275237596419,5
Ag9Pb3,N1,-273.88350365790393,5
Ag9Pb3,O1,-442.0530679788426,5
Ag9Pb3,S1,-332.8266734164208,5
Ag9Pd3,C1,-154.3565728005051,9
Ag9Pd3,C1H1,-172.0200545951593,9
Ag9Pd3,C1H2,-189.42767835975974,9
Ag9Pd3,C1H3,-207.3886147303565,6
Ag9Pd3,H1,-16.328250209342514,9
Ag9Pd3,H1N1,-291.90611993624043,9
Ag9Pd3,H1O1,-459.50103057917295,54
Ag9Pd3,H1S1,-349.4652912278543,9
Ag9Pd3,H2O1,-476.79126456983795,9
Ag9Pd3,N1,-274.13431751372264,9
Ag9Pd3,O1,-441.7474450896916,9
Ag9Pd3,S1,-332.91003440243367,9
Ag9Pt3,C1,-155.19008578814828,9
Ag9Pt3,C1H1,-172.704871519898,9
Ag9Pt3,C1H2,-190.02610295032355,6
Ag9Pt3,C1H3,-207.83915252456063,8
Ag9Pt3,H1,-16.68598793270212,9
Ag9Pt3,H1N1,-292.28073415987456,9
Ag9Pt3,H1O1,-459.50301442512136,54
Ag9Pt3,H1S1,-349.64538841140893,9
Ag9Pt3,H2O1,-476.82671828188177,9
Ag9Pt3,N1,-274.7947035137986,9
Ag9Pt3,O1,-442.0301834771308,9
Ag9Pt3,S1,-333.1916263742605,9
Ag9Re3,C1,-159.59716396657313,9
Ag9Re3,H1,-17.095284153532702,9
Ag9Re3,H1O1,-463.6120476766373,36
Ag9Re3,N1,-278.65097702343337,9
Ag9Re3,O1,-445.6477819932261,9
Ag9Re3,S1,-335.03773454847396,9
Ag9Rh3,C1,-156.22000360563106,9
Ag9Rh3,C1H1,-173.32621149709303,9
Ag9Rh3,C1H2,-190.42064026076696,9
Ag9Rh3,C1H3,-207.84746478599845,9
Ag9Rh3,H1,-16.728012241554097,9
Ag9Rh3,H1N1,-292.85076952182135,9
Ag9Rh3,H1O1,-459.89890631825256,36
Ag9Rh3,H1S1,-349.93042575260915,9
Ag9Rh3,H2O1,-476.8159793092418,9
Ag9Rh3,N1,-275.7471375960158,9
Ag9Rh3,O1,-442.69994856094127,9
Ag9Rh3,S1,-333.61360350814357,9
Ag9Ru3,C1,-157.25815096192673,9
Ag9Ru3,C1H1,-174.23434313340113,9
Ag9Ru3,C1H2,-190.9946781451581,9
Ag9Ru3,C1H3,-208.01613645368343,9
Ag9Ru3,H1,-16.854578918639163,9
Ag9Ru3,H1N1,-293.6505567202912,9
Ag9Ru3,H1O1,-460.78104577674094,52
Ag9Ru3,H1S1,-350.48595785511134,9
Ag9Ru3,H2O1,-477.0439293439995,10
Ag9Ru3,N1,-277.290428646862,9
Ag9Ru3,O1,-443.7476019420792,9
Ag9Ru3,S1,-334.16332312299346,9
Ag9Sc3,C1,-154.87473496532766,5
Ag9Sc3,H1,-16.55123511894635,6
Ag9Sc3,N1,-276.1756368904171,5
Ag9Sc3,O1,-444.7964099022356,5
Ag9Sc3,S1,-334.18774003379076,5
Ag9Sn3,C1,-153.73756824032898,9
Ag9Sn3,C1H1,-171.82238103454438,9
Ag9Sn3,C1H2,-189.26949640844396,6
Ag9Sn3,C1H3,-207.29639140478685,9
Ag9Sn3,H1,-16.08542371103249,9
Ag9Sn3,H1N1,-292.2598623481608,9
Ag9Sn3,H1S1,-349.1970162351863,9
Ag9Sn3,H2O1,-476.77464535320905,9
Ag9Sn3,N1,-274.24618922718946,9
Ag9Sn3,O1,-442.41635587210476,9
Ag9Sn3,S1,-332.66481411867426,9
Ag9Ta3,C1,-156.69828639893967,5
Ag9Ta3,H1,-16.938461138714047,5
Ag9Ta3,N1,-278.49263779031025,6
Ag9Ta3,O1,-446.2897517368692,5
Ag9Ta3,S1,-335.2445809305282,5
Ag9Tc3,C1,-157.50704151714308,5
Ag9Tc3,H1,-16.904279422815307,6
Ag9Tc3,H1O1,-460.9931268127111,18
Ag9Tc3,N1,-278.21589760822826,5
Ag9Tc3,O1,-444.94478772801085,5
Ag9Tc3,S1,-334.60267009952804,5
Ag9Ti3,C1,-155.8135300216527,5
Ag9Ti3,H1,-16.679955985244305,5
Ag9Ti3,N1,-277.29652739827,5
Ag9Ti3,O1,-445.52600030192843,5
Ag9Ti3,S1,-334.5996840583175,5
Ag9Tl3,C1,-153.50280325055064,2
Ag9Tl3,H1,-16.102560624254693,5
Ag9Tl3,N1,-273.8387927691365,3
Ag9Tl3,O1,-442.2709129301511,4
Ag9Tl3,S1,-333.20080042022164,4
Ag9V3,C1,-156.48153412075771,5
Ag9V3,H1,-16.740819687540352,5
Ag9V3,N1,-277.88710585840454,5
Ag9V3,O1,-445.6848441701659,5
Ag9V3,S1,-334.7416123779476,5
Ag9W3,C1,-157.3903110750325,5
Ag9W3,H1,-17.039165436290205,5
Ag9W3,N1,-278.63185789695126,6
Ag9W3,O1,-446.22880150237324,5
Ag9W3,S1,-335.3087882316104,5
Ag9Y3,C1,-154.99178078737168,5
Ag9Y3,H1,-16.491495110749383,6
Ag9Y3,N1,-275.9401431797669,5
Ag9Y3,O1,-444.55261032483395,5
Ag9Y3,S1,-334.1333002589454,5
Ag9Zn3,C1,-153.85956952749257,7
Ag9Zn3,H1,-16.06378521858278,6
Ag9Zn3,H1O1,-459.98479360913916,18
Ag9Zn3,N1,-274.37904717622587,6
Ag9Zn3,O1,-442.53515410727414,6
Ag9Zn3,S1,-333.05198122579895,5
Ag9Zr3,C1,-157.44041934179404,5
Ag9Zr3,H1,-16.707759624878236,5
Ag9Zr3,N1,-278.30270818137797,5
Ag9Zr3,O1,-445.5699828780125,5
Ag9Zr3,S1,-334.6896342809414,5
Al12,C1,-156.4552982650016,8
Al12,C1H1,-174.22106547469616,4
Al12,C1H2,-190.69220279678007,4
Al12,C1H3,-207.86017100563345,4
Al12,H1,-16.15636460511314,8
Al12,H1N1,-294.9902406322269,4
Al12,H1O1,-460.93223916440184,4
Al12,H1S1,-349.66374126531036,4
Al12,H2O1,-476.76982608106664,4
Al12,N1,-277.90541871157166,8
Al12,O1,-445.74440757647585,8
Al12,S1,-334.24543156901063,8
Al3Au9,C1,-155.1206605681473,5
Al3Au9,C1H1,-173.0538127552427,9
Al3Au9,C1H2,-190.31781782905819,9
Al3Au9,C1H3,-207.8734613176257,9
Al3Au9,H1,-16.176132178861735,5
Al3Au9,H1N1,-293.41020019929056,9
Al3Au9,H1S1,-349.5722817632832,9
Al3Au9,H2O1,-477.14173603736344,9
Al3Au9,N1,-275.54599540029085,5
Al3Au9,O1,-443.5411948878118,5
Al3Au9,S1,-333.350876644512,5
Al3Bi9,C1H1,-173.22341124266677,8
Al3Bi9,C1H2,-190.76318818147047,9
Al3Bi9,C1H3,-208.21439941286735,9
Al3Bi9,H1N1,-293.6120385982613,9
Al3Bi9,H1S1,-349.9658134770325,9
Al3Bi9,H2O1,-477.0937554287084,9
Al3Cd9,C1,-155.35275176735922,3
Al3Cd9,H1,-16.138233251871497,5
Al3Cd9,N1,-276.143456299691,4
Al3Cd9,O1,-444.1386925225779,5
Al3Cd9,S1,-333.5028571214516,3
Al3Cr9,C1,-157.60881590238932,5
Al3Cr9,H1,-17.395527488137304,5
Al3Cr9,N1,-278.42914465199283,5
Al3Cr9,O1,-445.564510804772,5
Al3Cr9,S1,-335.1526695834691,5
Al3Cu9,C1,-154.9548237824347,7
Al3Cu9,C1H1,-173.11577076333924,9
Al3Cu9,C1H2,-190.10731831872545,9
Al3Cu9,C1H3,-207.63352208319702,9
Al3Cu9,H1,-16.500169555700268,10
Al3Cu9,H1N1,-293.62816773787927,9
Al3Cu9,H1S1,-349.57665354421624,9
Al3Cu9,H2O1,-476.91521147095045,9
Al3Cu9,N1,-275.7052886645324,7
Al3Cu9,O1,-443.80573756708327,8
Al3Cu9,S1,-333.6952764359521,7
Al3Ga9,C1,-155.93968499050243,7
Al3Ga9,C1H1,-173.42483494014596,9
Al3Ga9,C1H2,-190.38760686525347,9
Al3Ga9,C1H3,-207.85021150307875,9
Al3Ga9,H1,-16.137982907137484,9
Al3Ga9,H1N1,-293.78083339745353,9
Al3Ga9,H1S1,-349.57133399078157,9
Al3Ga9,H2O1,-476.77461487644905,9
Al3Ga9,N1,-276.4744185655436,9
Al3Ga9,O1,-444.30058406580065,9
Al3Ga9,S1,-333.50506342045264,7
Al3Hf9,C1,-157.7673435743418,9
Al3Hf9,H1,-17.497461059982015,9
Al3Hf9,N1,-279.69847217037386,9
Al3Hf9,O1,-447.32457277360663,9
Al3Hf9,S1,-335.71150065810434,9
Al3Hg9,C1,-154.9868608331144,6
Al3Hg9,H1,-16.224703274554486,5
Al3Hg9,N1,-275.3156432806263,5
Al3Hg9,O1,-443.8527489062453,5
Al3Hg9,S1,-333.3040342880431,5
Al3In9,C1,-155.55150412328294,5
Al3In9,H1,-16.20366139169346,5
Al3In9,N1,-276.0779107427443,5
Al3In9,O1,-444.29308460841276,5
Al3In9,S1,-333.5037204026048,5
Al3Ir9,C1,-157.75944955188243,9
Al3Ir9,C1H1,-174.8979702814031,9
Al3Ir9,C1H2,-190.94853022319876,9
Al3Ir9,C1H3,-207.7835811643199,9
Al3Ir9,H1,-16.753177737518854,9
Al3Ir9,H1N1,-293.91933838893965,9
Al3Ir9,H1S1,-350.24171554849454,9
Al3Ir9,H2O1,-476.9301442620781,9
Al3Ir9,N1,-277.13584458471087,9
Al3Ir9,O1,-443.56688760434554,9
Al3Ir9,S1,-334.5511977260903,9
Al3La9,C1,-157.5672880652437,9
Al3La9,H1,-17.137987250336664,9
Al3La9,N1,-278.8437118539259,9
Al3La9,O1,-446.7819301594045,9
Al3La9,S1,-335.3703788860239,9
Al3Mo9,C1,-157.59479142726195,9
Al3Mo9,H1,-17.35499681215515,9
Al3Mo9,N1,-278.21984734059515,9
Al3Mo9,O1,-445.40215857281873,9
Al3Mo9,S1,-335.2073148042655,9
Al3Nb9,C1,-157.83507937557442,9
Al3Nb9,H1,-17.45090047739359,9
Al3Nb9,N1,-278.9408367660726,9
Al3Nb9,O1,-446.18143314985355,9
Al3Nb9,S1,-335.38042668951675,8
Al3Os9,C1,-158.05841136637173,5
Al3Os9,C1H1,-175.4459789805005,9
Al3Os9,C1H2,-191.37013632985327,7
Al3Os9,C1H3,-207.69249894813038,2
Al3Os9,H1,-16.78029102434448,5
Al3Os9,H1N1,-294.7487155183444,9
Al3Os9,H1S1,-350.9487915212885,9
Al3Os9,H2O1,-476.91205086871923,9
Al3Os9,N1,-278.0373554192083,5
Al3Os9,O1,-444.3438598261928,5
Al3Os9,S1,-335.0550400362117,5
Al3Pb9,C1,-155.25305918902814,7
Al3Pb9,H1,-16.261966543617746,7
Al3Pb9,N1,-276.09148786272635,7
Al3Pb9,O1,-444.29163451376735,7
Al3Pb9,S1,-333.5116723853098,7
Al3Pd9,C1,-155.84398323373898,6
Al3Pd9,C1H1,-173.25210619117934,9
Al3Pd9,C1H2,-189.98830960349733,9
Al3Pd9,C1H3,-207.44219421730304,9
Al3Pd9,H1,-16.694615574073396,5
Al3Pd9,H1N1,-293.2950359083843,9
Al3Pd9,H1S1,-349.80138011843883,9
Al3Pd9,H2O1,-476.866151930928,9
Al3Pd9,N1,-275.5159806996635,6
Al3Pd9,O1,-443.29087478255315,5
Al3Pd9,S1,-333.5989403818239,5
Al3Pt9,C1,-156.5786561757086,5
Al3Pt9,C1H1,-174.09465349432503,9
Al3Pt9,C1H2,-190.70800689641692,9
Al3Pt9,C1H3,-207.8436056675382,9
Al3Pt9,H1,-16.67252809378988,4
Al3Pt9,H1N1,-293.4939462263901,9
Al3Pt9,H1S1,-349.9894755440473,9
Al3Pt9,H2O1,-477.037469089355,9
Al3Pt9,N1,-275.90679086685486,5
Al3Pt9,O1,-443.1745863893775,5
Al3Pt9,S1,-333.80282412446104,5
Al3Re9,C1,-157.80941972087385,9
Al3Re9,H1,-17.004099078305444,9
Al3Re9,N1,-278.1951834864849,9
Al3Re9,O1,-445.0606803316077,9
Al3Re9,S1,-335.2785357034845,9
Al3Rh9,C1,-157.4997581181342,6
Al3Rh9,C1H1,-174.50625710443637,9
Al3Rh9,C1H2,-190.73948325652964,9
Al3Rh9,C1H3,-207.6104676463874,9
Al3Rh9,H1,-16.806028911774774,5
Al3Rh9,H1N1,-293.79098718929527,9
Al3Rh9,H1S1,-350.1555847157106,9
Al3Rh9,H2O1,-476.8550143115099,9
Al3Rh9,N1,-276.97266907234007,5
Al3Rh9,O1,-443.6967162460787,5
Al3Rh9,S1,-334.32231420481185,5
Al3Ru9,C1,-157.7780549274321,3
Al3Ru9,C1H1,-175.06776523501685,9
Al3Ru9,C1H2,-191.27163071208997,9
Al3Ru9,C1H3,-207.81774328802567,9
Al3Ru9,H1,-16.90383914262202,3
Al3Ru9,H1N1,-294.6481412911817,9
Al3Ru9,H1S1,-351.6051892848882,9
Al3Ru9,H2O1,-476.8655189941346,9
Al3Ru9,N1,-277.79941173161933,3
Al3Ru9,O1,-444.24067575520166,3
Al3Ru9,S1,-334.9770588768406,3
Al3Sc9,C1,-157.1415232427953,7
Al3Sc9,H1,-17.602526389997365,7
Al3Sc9,N1,-279.4094695863223,7
Al3Sc9,O1,-447.52752384606174,7
Al3Sc9,S1,-335.8281559967927,7
Al3Sn9,C1,-155.55224644983537,7
Al3Sn9,C1H1,-172.96812682858945,9
Al3Sn9,C1H2,-190.6097445484229,9
Al3Sn9,C1H3,-207.8349655089296,9
Al3Sn9,H1,-16.190972451284324,7
Al3Sn9,H1N1,-293.5004734210379,9
Al3Sn9,H1S1,-349.6764272124674,9
Al3Sn9,H2O1,-476.89360372737065,10
Al3Sn9,N1,-276.43135233281646,7
Al3Sn9,O1,-444.33557518431917,7
Al3Sn9,S1,-333.3796354037222,7
Al3Ta9,C1,-158.0742674397552,7
Al3Ta9,H1,-17.490606104220205,7
Al3Ta9,N1,-279.2361906231781,7
Al3Ta9,O1,-446.3705148520676,6
Al3Ta9,S1,-335.446132793626,7
Al3Tc9,C1,-157.62502844490155,3
Al3Tc9,H1,-17.013691499287233,3
Al3Tc9,N1,-278.0043216155427,3
Al3Tc9,O1,-444.90856515832274,3
Al3Tc9,S1,-335.1734295563947,3
Al3Ti9,C1,-157.6385640675162,3
Al3Ti9,H1,-17.53972850254104,3
Al3Ti9,N1,-279.4348530454772,4
Al3Ti9,O1,-447.13244625359766,3
Al3Ti9,S1,-335.56714059316073,3
Al3Tl9,C1,-155.25641652956983,7
Al3Tl9,H1,-16.306741379146843,7
Al3Tl9,N1,-275.9326049461597,7
Al3Tl9,O1,-444.2507499537387,7
Al3Tl9,S1,-333.60325052897315,7
Al3V9,C1,-157.79356840948822,5
Al3V9,H1,-17.502850546672562,5
Al3V9,N1,-279.027838091024,7
Al3V9,O1,-446.3157964326492,7
Al3V9,S1,-335.25180555294355,4
Al3W9,C1,-157.7194896346773,7
Al3W9,H1,-17.384184966998873,7
Al3W9,N1,-278.39961349765144,7
Al3W9,O1,-445.4680993751099,7
Al3W9,S1,-335.3023719233497,7
Al3Y9,C1,-157.6939683498622,3
Al3Y9,H1,-17.557996729041406,3
Al3Y9,N1,-279.1459040678492,4
Al3Y9,O1,-447.3869639869299,4
Al3Y9,S1,-335.90869325750464,3
Al3Zn9,C1,-155.54713383897615,3
Al3Zn9,H1,-16.000736033987778,5
Al3Zn9,N1,-276.4164768216506,4
Al3Zn9,O1,-444.33360671281116,5
Al3Zn9,S1,-333.6409600647312,3
Al3Zr9,C1,-157.6823407894808,5
Al3Zr9,H1,-17.500249546545092,5
Al3Zr9,N1,-279.43962973179987,5
Al3Zr9,O1,-447.0757271171806,5
Al3Zr9,S1,-335.64629959728154,5
Al6Au6,C1,-155.7131099469807,10
Al6Au6,C1H1,-173.5647483928533,10
Al6Au6,C1H2,-190.82314424805554,10
Al6Au6,C1H3,-208.00318165805038,10
Al6Au6,H1,-16.198211223620092,10
Al6Au6,H1N1,-294.2706750424095,10
Al6Au6,H1S1,-349.75613438991604,10
Al6Au6,H2O1,-476.97551625142296,10
Al6Au6,N1,-276.6525615635601,10
Al6Au6,O1,-444.97883978166465,10
Al6Au6,S1,-333.67282813271777,10
Al6Bi6,C1,-156.14447568857213,8
Al6Bi6,C1H1,-173.72657843835077,10
Al6Bi6,C1H2,-191.39219755115118,10
Al6Bi6,C1H3,-208.3868663883204,10
Al6Bi6,H1,-16.466746221070935,8
Al6Bi6,H1N1,-295.03084042512455,10
Al6Bi6,H1S1,-350.0586070171539,9
Al6Bi6,H2O1,-478.0415390854141,10
Al6Bi6,N1,-277.1674669339027,7
Al6Bi6,O1,-445.98956513799203,7
Al6Bi6,S1,-334.1436754153874,8
Al6Cd6,C1,-156.26368263872246,10
Al6Cd6,H1,-16.213654772418522,11
Al6Cd6,N1,-277.3323037012615,10
Al6Cd6,O1,-445.2887842467371,10
Al6Cd6,S1,-334.0117113603046,10
Al6Cr6,C1,-157.05358217270623,10
Al6Cr6,H1,-17.016530462969968,10
Al6Cr6,N1,-277.7231489711412,10
Al6Cr6,O1,-445.062724450765,10
Al6Cr6,S1,-334.4477170510181,10
Al6Cu6,C1,-155.1243143767133,10
Al6Cu6,C1H1,-173.3011280434439,10
Al6Cu6,C1H2,-190.4379786742793,4
Al6Cu6,C1H3,-207.73520190888667,3
Al6Cu6,H1,-16.127252370024507,10
Al6Cu6,H1N1,-294.1237919379564,10
Al6Cu6,H1S1,-349.5731698067975,10
Al6Cu6,H2O1,-476.85721258315607,10
Al6Cu6,N1,-276.5063573831285,10
Al6Cu6,O1,-444.700719030021,10
Al6Cu6,S1,-333.710849919109,10
Al6Ga6,C1,-156.2916126752316,10
Al6Ga6,C1H1,-173.91378269112465,10
Al6Ga6,C1H2,-190.35671963159984,10
Al6Ga6,C1H3,-207.86327541635546,10
Al6Ga6,H1,-16.162051784340292,10
Al6Ga6,H1N1,-294.4605374392195,10
Al6Ga6,H1S1,-349.6787448060277,10
Al6Ga6,H2O1,-476.7884483276648,10
Al6Ga6,N1,-277.2238226622794,10
Al6Ga6,O1,-445.1179170285395,10
Al6Ga6,S1,-333.95153039163415,10
Al6Hf6,C1,-157.2987670816583,10
Al6Hf6,H1,-17.174996092964648,10
Al6Hf6,N1,-278.8366056010291,10
Al6Hf6,O1,-446.5057969272384,10
Al6Hf6,S1,-335.2720750406679,10
Al6Hg6,C1,-156.43040202567317,10
Al6Hg6,H1,-16.370043221428205,10
Al6Hg6,N1,-277.0886012684987,10
Al6Hg6,O1,-445.4502170060314,10
Al6Hg6,S1,-333.95422445469376,10
Al6In6,C1,-156.3224005873417,10
Al6In6,H1,-16.29769481852054,11
Al6In6,N1,-277.13395067239617,10
Al6In6,O1,-445.1757025790939,10
Al6In6,S1,-333.8909326806206,10
Al6Ir6,C1,-155.95645999231783,10
Al6Ir6,C1H1,-173.5201002263184,10
Al6Ir6,C1H2,-190.58466272745864,9
Al6Ir6,C1H3,-207.78868193822746,10
Al6Ir6,H1,-16.897749234913135,10
Al6Ir6,H1N1,-293.9562650531843,10
Al6Ir6,H1S1,-350.033490773787,10
Al6Ir6,H2O1,-477.0041184091169,10
Al6Ir6,N1,-276.30738924093384,10
Al6Ir6,O1,-444.11903597127093,10
Al6Ir6,S1,-333.84698221396866,10
Al6La6,C1,-157.6021960529797,10
Al6La6,H1,-17.149615763119073,10
Al6La6,N1,-278.7628830232352,10
Al6La6,O1,-446.5404922580092,10
Al6La6,S1,-335.30865680062743,10
Al6Mo6,C1,-156.8530993088225,10
Al6Mo6,H1,-17.047076601926165,10
Al6Mo6,N1,-277.7393771601928,10
Al6Mo6,O1,-445.0590567643885,10
Al6Mo6,S1,-334.5438169103345,10
Al6Nb6,C1,-156.99288269111275,10
Al6Nb6,H1,-17.04707401684209,10
Al6Nb6,N1,-278.1158312815405,10
Al6Nb6,O1,-445.6562165698233,10
Al6Nb6,S1,-334.8997347363347,10
Al6Os6,C1,-157.69878340423747,10
Al6Os6,C1H1,-174.75338762733736,10
Al6Os6,C1H2,-191.13772253968637,9
Al6Os6,C1H3,-207.9538587118259,8
Al6Os6,H1,-16.929100830831885,10
Al6Os6,H1N1,-294.1995382263631,10
Al6Os6,H1S1,-350.403897029013,10
Al6Os6,H2O1,-477.3579254480719,10
Al6Os6,N1,-277.39751469423936,10
Al6Os6,O1,-444.22457532359476,10
Al6Os6,S1,-334.397432454487,10
Al6Pb6,C1,-156.0152546770405,10
Al6Pb6,H1,-16.477190766538115,10
Al6Pb6,N1,-277.0365098360835,10
Al6Pb6,O1,-445.47103970119315,10
Al6Pb6,S1,-333.7325226979028,10
Al6Pd6,C1,-155.8078583529168,10
Al6Pd6,C1H1,-173.55411894603094,10
Al6Pd6,C1H2,-190.4336889356673,10
Al6Pd6,C1H3,-207.77406874480585,10
Al6Pd6,H1,-16.278179494296637,11
Al6Pd6,H1N1,-294.18344786297166,10
Al6Pd6,H1S1,-349.7027920501823,10
Al6Pd6,H2O1,-477.0219790090887,10
Al6Pd6,N1,-276.5411962539547,10
Al6Pd6,O1,-444.635634978149,10
Al6Pd6,S1,-333.88343335928585,9
Al6Pt6,C1,-155.6933784283101,10
Al6Pt6,C1H1,-173.44129061636704,10
Al6Pt6,C1H2,-190.27044172129536,10
Al6Pt6,C1H3,-207.76143164208406,10
Al6Pt6,H1,-16.30241408882648,10
Al6Pt6,H1N1,-294.0292195896691,10
Al6Pt6,H1S1,-349.6104729405415,10
Al6Pt6,H2O1,-477.2965738456696,10
Al6Pt6,N1,-276.2404285559751,10
Al6Pt6,O1,-444.2886820786189,10
Al6Pt6,S1,-333.7484127855132,10
Al6Re6,C1,-156.91608454665766,10
Al6Re6,H1,-17.088361849582725,10
Al6Re6,N1,-277.441799452743,10
Al6Re6,O1,-444.62356849814387,10
Al6Re6,S1,-334.5329021521502,10
Al6Rh6,C1,-155.76080320342408,10
Al6Rh6,C1H1,-173.39280020243496,10
Al6Rh6,C1H2,-190.2445949883313,6
Al6Rh6,C1H3,-207.55689741131573,6
Al6Rh6,H1,-16.664177464306704,10
Al6Rh6,H1N1,-294.0497693546531,10
Al6Rh6,H1S1,-349.9853071682064,10
Al6Rh6,H2O1,-476.9367887377921,10
Al6Rh6,N1,-276.37836578192764,10
Al6Rh6,O1,-444.3277622517835,10
Al6Rh6,S1,-333.8460601562292,10
Al6Ru6,C1,-157.44360579484783,10
Al6Ru6,C1H1,-174.37543470296805,10
Al6Ru6,C1H2,-190.87266012299006,10
Al6Ru6,C1H3,-207.7518211255301,9
Al6Ru6,H1,-16.93917815867826,10
Al6Ru6,H1N1,-294.16274326522034,10
Al6Ru6,H1S1,-350.3709335667736,10
Al6Ru6,H2O1,-476.8042092972646,10
Al6Ru6,N1,-277.1800234909315,10
Al6Ru6,O1,-444.2412418880449,10
Al6Ru6,S1,-334.29924874739663,10
Al6Sc6,C1,-157.4547391964952,10
Al6Sc6,H1,-17.16507808777351,10
Al6Sc6,N1,-278.53622974697646,10
Al6Sc6,O1,-446.67052607357437,10
Al6Sc6,S1,-335.2178352694955,10
Al6Sn6,C1,-156.28639883803044,8
Al6Sn6,C1H1,-173.64940028691854,10
Al6Sn6,C1H2,-190.7819604988581,10
Al6Sn6,C1H3,-207.9510477758722,10
Al6Sn6,H1,-16.298827084201548,9
Al6Sn6,H1N1,-294.2107422415593,10
Al6Sn6,H1S1,-349.76147135863175,10
Al6Sn6,H2O1,-477.4518800979422,10
Al6Sn6,N1,-277.09377646554094,8
Al6Sn6,O1,-445.28888397645824,9
Al6Sn6,S1,-333.759839661936,9
Al6Ta6,C1,-157.27098589141497,10
Al6Ta6,H1,-17.113396866967378,11
Al6Ta6,N1,-278.3996871044492,10
Al6Ta6,O1,-445.80407438605107,10
Al6Ta6,S1,-335.02263998566923,10
Al6Tc6,C1,-157.93593986649648,10
Al6Tc6,H1,-17.049097047174655,10
Al6Tc6,N1,-278.0985226644916,10
Al6Tc6,O1,-445.1321115748233,10
Al6Tc6,S1,-334.7830134100386,10
Al6Ti6,C1,-157.03550918788096,10
Al6Ti6,H1,-17.199341301766253,11
Al6Ti6,N1,-278.6035781941573,10
Al6Ti6,O1,-446.28307909737305,10
Al6Ti6,S1,-335.0707819578329,9
Al6Tl6,C1,-156.01173202734208,9
Al6Tl6,H1,-16.571882300682773,9
Al6Tl6,N1,-277.13371257278595,9
Al6Tl6,O1,-445.44191426858924,9
Al6Tl6,S1,-334.06628746418573,9
Al6V6,C1,-157.01975420479357,10
Al6V6,H1,-17.112998084134233,10
Al6V6,N1,-278.132987242725,10
Al6V6,O1,-445.630485349182,10
Al6V6,S1,-334.7171806369406,10
Al6W6,C1,-157.00975402122276,10
Al6W6,H1,-17.246085561198925,10
Al6W6,N1,-277.947740304784,10
Al6W6,O1,-445.1353323142175,10
Al6W6,S1,-334.6137530240612,10
Al6Y6,C1,-157.9215517112225,10
Al6Y6,H1,-17.227415966784974,10
Al6Y6,N1,-279.06182728638123,10
Al6Y6,O1,-446.7248114238173,10
Al6Y6,S1,-335.39429742032553,10
Al6Zn6,C1,-156.03405406975799,8
Al6Zn6,H1,-16.186873600534454,10
Al6Zn6,N1,-277.2854271945034,8
Al6Zn6,O1,-445.22177975144587,6
Al6Zn6,S1,-333.966041406311,6
Al6Zr6,C1,-157.38584650327903,10
Al6Zr6,H1,-17.140451377203135,10
Al6Zr6,N1,-278.6171334089722,10
Al6Zr6,O1,-446.3198985487652,10
Al6Zr6,S1,-335.1812909251894,10
Al9Au3,C1,-156.5047353629816,5
Al9Au3,C1H1,-174.5472454758974,9
Al9Au3,C1H2,-190.92526408182403,9
Al9Au3,C1H3,-207.98563861492948,9
Al9Au3,H1,-16.225012531930588,5
Al9Au3,H1N1,-295.1483428541933,9
Al9Au3,H1S1,-349.7220782545537,9
Al9Au3,H2O1,-476.85569826964365,9
Al9Au3,N1,-278.1556077940195,5
Al9Au3,O1,-445.8847316489646,5
Al9Au3,S1,-334.22350436377747,5
Al9Bi3,C1,-156.89450836827382,1
Al9Bi3,C1H1,-174.33979840254142,9
Al9Bi3,C1H2,-191.14655004866836,9
Al9Bi3,C1H3,-208.0770400206493,9
Al9Bi3,H1,-16.145620462306397,1
Al9Bi3,H1N1,-294.6638429399536,8
Al9Bi3,H1S1,-349.84752368657064,9
Al9Bi3,H2O1,-478.1149198882249,9
Al9Bi3,N1,-277.6786586306298,1
Al9Bi3,O1,-445.20680246971096,1
Al9Bi3,S1,-334.2928289016527,3
Al9Cd3,C1,-157.06306438758202,6
Al9Cd3,H1,-16.157351698063394,5
Al9Cd3,N1,-277.92641419902066,4
Al9Cd3,O1,-445.6537709466984,5
Al9Cd3,S1,-334.1635282968273,5
Al9Cr3,C1,-156.3351767402346,6
Al9Cr3,H1,-16.40803262627287,7
Al9Cr3,N1,-277.1032012643991,7
Al9Cr3,O1,-445.07957441993676,5
Al9Cr3,S1,-333.98829025009945,6
Al9Cu3,C1,-156.15740381704381,8
Al9Cu3,C1H1,-174.2036759037801,9
Al9Cu3,C1H2,-190.7217735436825,9
Al9Cu3,C1H3,-207.8904316971748,9
Al9Cu3,H1,-16.152806444559246,9
Al9Cu3,H1N1,-294.8877353492062,9
